ChaveInstrumento,NomeContratado,NomeUnidadeGestoraReferencia,ModalidadeLicitacao,ValorTotalContratacaoInstrumento,ValorAtualContratacaoInstrumento,percentual_sobrecusto
040E0500001-2024.040E0500001.10.0002-000017-2024,ADILIA SILVA DA RÓS,Fundo Municipal de Saúde de João Neiva,,49920.0,49920.0,0.0
040E0500001-2024.040E0500001.10.0004-000023-2024,WILLIANS COMETTI E OUTROS,Fundo Municipal de Saúde de João Neiva,,14400.0,28800.0,100.0
500E1600004-2023.500E1600004.01.0005-4-2023-151564-2023,MUDANCAS E TRANSPORTES GARANTE LTDA,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,752000.0,804516.31,6.983551861702135
040E0700001-2024.040E0700001.01.0003-000003-2024-000088-2024,EBS CONSTRUTORA E SERVICOS LTDA,Prefeitura Municipal de João Neiva,Concorrência,3293000.0,4124276.39,25.24374096568479
500E1600005-2023.500E1600004.01.0006-3-2023-151443-2023,TTM SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVOS LTDA,Banestes Seguros S/A,Pregão Eletrônico,531943.2,657426.87,23.589674611875864
500E1600004-2023.500E1600004.01.0020-16-2023-152052-2023,FGI COMERCIO E SERVICOS LTDA,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,201030.21,213978.47,6.440952332487744
500E1600004-2023.500E1600004.01.0022-19-2023-4600000719-2024,ISH TECNOLOGIA S/A,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,33290008.0,35026116.44,5.21510370318925
500E1600004-2023.500E1600004.01.0026-22-2023-153065-2023,FBM GESTAO E PROCESSOS LTDA,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,7975000.0,10797818.83,35.39584739811912
500E1600004-2023.500E1600004.01.0030-27-2023-153190-2023,VTPRINT OUTDOOR E GRÁFICA EIRELI,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,267850.0,1512904.55,464.83276087362333
500E1600004-2023.500E1600004.01.0031-28-2023-152711-2023,REDE SEG LTDA,Banco do Estado do Espírito Santo S/A,Pregão Presencial,2286261.75,2429865.5,6.2811596266263034
500E1600004-2023.500E1600004.01.0033-29-2023-152833-2023,DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,5283997.95,5643869.92,6.810600106307757
500E1600004-2023.500E1600004.01.0037-33-2023-152991-2023,EVOLUE SERVIÇOS LTDA,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,1488000.0,2418654.1,62.543958333333336
500E1600004-2023.500E1600004.01.0043-39-2023-153931-2023,SOLUTI - SOLUCOES EM NEGOCIOS INTELIGENTES S/A,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,74498.37,95796.74,28.589041612588318
500E1600004-2023.500E1600004.01.0043-39-2023-153932-2023,CERTISIGN CERTIFICADORA DIGITAL S.A,Banco do Estado do Espírito Santo S/A,Pregão Eletrônico,465494.12,483082.69,3.778473077167979
040E0700001-2024.040E0700001.10.0030-000069-2024,JOAO COELHO DOS SANTOS,Prefeitura Municipal de João Neiva,,18000.0,42000.0,133.33333333333331
040E0700001-2024.040E0700001.16.0006-000004-2024-000079-2024,DULENA CONSTRUTORA LTDA,Prefeitura Municipal de João Neiva,,456697.92,473193.75,3.6119783510290606
040L0200001-2024.040L0200001.16.0001-000008-2023-000005-2024,ATO SOLUÇÕES EM IMPRESSÃO LTDA,Câmara Municipal de João Neiva,,8280.0,16560.0,100.0
500E1600004-2023.500E1600004.11.0056-10000142-2024,Leonardo Probel Loureiro,Banco do Estado do Espírito Santo S/A,,2082000.0,2137464.48,2.663999999999999
500E1600004-2023.500E1600004.11.0070-152937-2023,SILVIO JOÃO BASSITT,Banco do Estado do Espírito Santo S/A,,810000.0,849688.6,4.899827160493824
500E1600004-2023.500E1600004.11.0098-153907-2024,COMBATEAFRAUDE TECNOLOGIA DA INFORMACAO S.A.,Banco do Estado do Espírito Santo S/A,,40195.0,40195.0,0.0
500E1600004-2023.500E1600004.12.0008-151575-2023,FATO TI CONSULTORIA DE INFORMÁTICA LTDA,Banco do Estado do Espírito Santo S/A,,172932.0,674928.0,290.2851988064673
500E1600005-2023.500E1600004.12.0018-153331-2023,EVOLÓGICA TECNOLOGIA E PESQUISA LTDA,Banestes Seguros S/A,,2056878.84,6208327.32,201.8324268433818
500E1600004-2023.500E1600004.12.0023-4600000615-2024,ENGETRON ENGENHARIA ELETRONICA IND E COM LTDA,Banco do Estado do Espírito Santo S/A,,7253.45,470305.04,6383.880636111092
041E0500002-2024.041E0500002.09.0001-000005-2024,WW INFORMATICA LTDA ME,Fundo Municipal de Saúde de Laranja da Terra,,57120.0,171360.0,200.0
500E1600009-2023.500E1600004.12.0014-153006-2023,TEX SOLUÇÕES EM TECNOLOGIA LTDA,Banestes Administradora e Corretora de Seguros Ltda,,366820.0,366820.0,0.0
500E1600006-2023.500E1600006.01.0018-017-2023-CT01852023-2023,TELNEC TELECOMUNICACOES LTDA,Companhia Espírito Santense de Saneamento,Pregão Eletrônico,1878452.0,1878452.0,0.0
041E0500003-2024.041E0500003.09.0001-000002-2024,WW INFORMATICA LTDA ME,Fundo Municipal de Assistência Social de Laranja da Terra,,16320.0,48960.0,200.0
041E0700001-2024.041E0700001.01.0004-000002-2024-000059-2024,ROTIV ENGENHARIA EIRELI EPP,Prefeitura Municipal de Laranja da Terra,Concorrência,1265000.0,1297221.1,2.5471225296442763
041E0700001-2024.041E0700001.01.0007-000004-2024-000061-2024,CALDAS SERVICOS E URBANIZACOES LTDA,Prefeitura Municipal de Laranja da Terra,Concorrência,103850.0,103850.0,0.0
041E0700001-2024.041E0700001.01.0008-000005-2024-000062-2024,TSG CONSTRUTORA LTDA ME,Prefeitura Municipal de Laranja da Terra,Concorrência,1275000.0,1663886.26,30.500883137254903
041E0700001-2024.041E0700001.01.0009-000006-2024-000064-2024,OPEN CAR TERCEIRIZACAO DE FROTA LTDA,Prefeitura Municipal de Laranja da Terra,Pregão Eletrônico,76416.0,156616.92,104.95304648241208
041E0700001-2024.041E0700001.01.0010-000006-2024-000087-2024,TSG CONSTRUTORA LTDA ME,Prefeitura Municipal de Laranja da Terra,Concorrência,810000.0,842882.78,4.059602469135807
041E0700001-2024.041E0700001.02.0001-000003-2024-000026-ARP-2024,GIOVANI KALKE ME,Prefeitura Municipal de Laranja da Terra,Pregão Eletrônico,175600.0,175600.0,0.0
041E0700001-2024.041E0700001.02.0001-000003-2024-000029-ARP-2024,SL PRODUCOES E EVENTOS EIRELI,Prefeitura Municipal de Laranja da Terra,Pregão Eletrônico,665189.84,665189.84,0.0
041E0700001-2024.041E0700001.02.0001-000003-2024-000030-ARP-2024,SOLUCAO GERADORES LTDA,Prefeitura Municipal de Laranja da Terra,Pregão Eletrônico,46900.0,46900.0,0.0
500E1600006-2023.500E1600006.01.0040-038-2023-CT02552023-2023,PQA PRODUTOS QUIMICOS ARACRUZ S/A,Companhia Espírito Santense de Saneamento,Pregão Eletrônico,171360.0,171360.0,0.0
500E1600006-2023.500E1600006.01.0042-011-2023-CT03672023-2023,BRASIL ASSISTENCIA TECNOLOGICA EIRE,Companhia Espírito Santense de Saneamento,ESTATAIS - Disputa Aberta Eletrônica,3970000.0,3970000.0,0.0
041E0700001-2024.041E0700001.02.0006-000009-2024-000074-2024,BRANDAO TURISMO LTDA,Prefeitura Municipal de Laranja da Terra,Pregão Eletrônico,96700.0,241750.0,150.0
041E0700001-2024.041E0700001.09.0004-000018-2024,WW INFORMATICA LTDA ME,Prefeitura Municipal de Laranja da Terra,,57120.0,171360.0,200.0
500E1600006-2023.500E1600006.01.0096-023-2023-CT01722024-2024,MARTINEZ & MARTINEZ ADVOGADOS ASSOCIADOS,Companhia Espírito Santense de Saneamento,ESTATAIS - Disputa Aberta Eletrônica,129934.8,389804.4,200.00000000000006
500E1600006-2023.500E1600006.01.0102-088-2023-CT00612024-2024,LUCY EQUIPAMENTOS ELETRICOS LTDA,Companhia Espírito Santense de Saneamento,Pregão Eletrônico,2938999.8,2938999.8,0.0
500E1600006-2023.500E1600006.01.0107-026-2023-CT00472024-2024,DARWIN ENGENHARIA LTDA,Companhia Espírito Santense de Saneamento,ESTATAIS - Disputa Aberta Eletrônica,27408000.0,27408000.0,0.0
500E1600006-2023.500E1600006.01.0136-116-2023-CT01372024-2024,TOMMASI ANALITICA LTDA,Companhia Espírito Santense de Saneamento,Pregão Eletrônico,1699896.64,3226736.91,89.81959456076109
041L0200001-2024.041L0200001.09.0009-000005-2024,ÁGAPE ASSESSORIA E CONSULTORIA LTDA,Câmara Municipal de Laranja da Terra,,29400.0,88200.0,200.0
041L0200001-2024.041L0200001.09.0030-000009-2024,FILIPE GRAUNKE SAICK 148.770.837-82,Câmara Municipal de Laranja da Terra,,16750.0,16750.04,0.00023880597015446637
042E0100001-2024.042E0100001.01.0005-000005-2024-000010-2024,BETTA CONSULTORIA GESTAO E SERVICOS LTDA,Serviço Autônomo de Água e Esgoto de Linhares,Pregão Eletrônico,589199.92,1225988.08,108.07675601856836
042E0100001-2024.042E0100001.01.0015-000015-2024-000025-2024,LOCANORTESERVIÇOS EIRELI EPP,Serviço Autônomo de Água e Esgoto de Linhares,Pregão Eletrônico,1148912.28,2517865.92,119.15214623696073
042E0100001-2024.042E0100001.01.0016-000018-2024-000022-2024,HELMER MAQUINAS EIRELI - ME,Serviço Autônomo de Água e Esgoto de Linhares,Pregão Eletrônico,525000.0,1575000.0,200.0
042E0100001-2024.042E0100001.01.0022-000025-2024-000033-2024,MAG COMERCIO E SERVICOS LTDA,Serviço Autônomo de Água e Esgoto de Linhares,Pregão Eletrônico,210600.0,427587.96,103.03321937321938
500E1600006-2023.500E1600006.01.0161-140-2023-CT01492024-2024,COMEC SERVICOS E TRANSPORTES LTDA,Companhia Espírito Santense de Saneamento,Pregão Eletrônico,51243620.47,1864438.83,-96.36161767474741
042E0100001-2024.042E0100001.01.0030-000034-2024-000042-2024,SUL AMBIENTAL SERVIÇOS DE MEIO AMBIENTE LTDA ME EP,Serviço Autônomo de Água e Esgoto de Linhares,Pregão Eletrônico,101000.0,202000.0,100.0
042E0100001-2024.042E0100001.01.0031-000001-2025-000007-2025,SUL AMBIENTAL SERVIÇOS DE MEIO AMBIENTE LTDA ME EP,Serviço Autônomo de Água e Esgoto de Linhares,Pregão Eletrônico,708500.0,1417000.0,100.0
042E0100001-2024.042E0100001.09.0018-000024-2024,BANCO DO ESTADO DO ESPÍRITO SANTO,Serviço Autônomo de Água e Esgoto de Linhares,,502200.0,502200.0,0.0
042E0500001-2024.042E0500001.01.0003-000006-2024-000011-2024,MARIOTTO MAQUINAS E EQUIPAMENTOS LTDA,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,21600.0,67789.27,213.839212962963
042E0500001-2024.042E0500001.01.0008-000001-2024-000025-2024,JH CONSTRUTORA LTDA EPP,Fundo Municipal de Saúde de Linhares,Concorrência,5368161.22,6218126.96,15.833461499503926
042E0500001-2024.042E0500001.01.0009-000014-2024-000061-2024,LOCANORTE SERVIÇOS LTDA,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,736596.0,1850438.88,151.21489663261812
042E0500001-2024.042E0500001.01.0012-000006-2024-000067-2024,J P DA COSTA  CIA LTDA,Fundo Municipal de Saúde de Linhares,Concorrência,454000.0,607992.73,33.91910352422907
042E0500001-2024.042E0500001.01.0015-000036-2024-000002-2025,GLOBO DEDETIZADORA E SERVICOS EIRELI ME,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,6098.0,12196.0,100.0
500E1600006-2023.500E1600006.11.0014-CT00192023-2023,REGINALDO DARE,Companhia Espírito Santense de Saneamento,,72000.0,152022.87,111.142875
042E0500001-2024.042E0500001.02.0016-000018-2024-000059-2024,VANINI TRANSPORTES E TURISMO LTDA ME,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,419580.0,1279928.79,205.05
042E0500001-2024.042E0500001.02.0016-000018-2024-000060-2024,SUPORT LOCAÇÃO E TRANSPORTES LTDA,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,1564290.0,4771866.64,205.04999968036617
042E0500001-2024.042E0500001.02.0019-000022-2024-000005-2025,DA VITA SERVIÇOS DE NEFROLOGIA SERRA LTDA,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,1799000.0,3675412.23,104.3030700389105
042E0500001-2024.042E0500001.02.0027-000030-2024-000099-ARP-2025,DM SAUDE LTDA,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,1987200.0,3974400.0,100.0
042E0500001-2024.042E0500001.02.0027-000030-2024-000100-ARP-2025,HOLY MED COMERCIO DE PRODUTOS MEDICOS HOSPITALARES,Fundo Municipal de Saúde de Linhares,Pregão Eletrônico,2506680.0,5013360.0,100.0
042E0500001-2024.042E0500001.09.0001-000001-2024,CONSORCIO PUBLICO DA REGIAO POLINORTE,Fundo Municipal de Saúde de Linhares,,3526311.6,7158129.3,102.99196758448686
042E0500001-2024.042E0500001.09.0009-000019-2024,CONSORCIO PUBLICO DA REGIAO POLINORTE,Fundo Municipal de Saúde de Linhares,,18005180.48,63018131.68,250.0
042E0500001-2024.042E0500001.09.0014-000058-2024,JOSIN INVESTIMENTO EM PLANEJAMENTO DO DESENVOLVIMENTO LTDA,Fundo Municipal de Saúde de Linhares,,1427040.99,1427040.99,0.0
042E0500003-2024.042E0500003.02.0006-000013-2024-000005-ARP-2024,FUNERARIA DESCANSO EM CRISTO LTDA,Fundo Municipal de Assistência Social de Linhares,Pregão Eletrônico,762700.0,1525400.0,100.0
042E0500003-2024.042E0500003.09.0004-000001-2024,AURINO ALVES RAMOS NETO,Fundo Municipal de Assistência Social de Linhares,,90000.0,270000.0,200.0
042E0500003-2024.042E0500003.09.0005-000007-2024,LA ADMINISTRADORA IMOBILIARIA LTDA,Fundo Municipal de Assistência Social de Linhares,,120000.0,380346.24,216.9552
042E0500003-2024.042E0500003.09.0008-000016-2024,JOBSON FREITAS,Fundo Municipal de Assistência Social de Linhares,,67776.0,135552.0,100.0
042E0500003-2024.042E0500003.10.0002-000022-2024,UNIMAR TRANSPORTES LTDA,Fundo Municipal de Assistência Social de Linhares,,25740.0,72270.0,180.76923076923077
042E0500001-2024.042E0500001.09.0017-000031-2024,CONSORCIO PUBLICO DA REGIAO POLINORTE,Fundo Municipal de Saúde de Linhares,,8524547.54,34989317.38,310.4536600425834
042E0500003-2024.042E0500003.18.0001-000003-2024-000001-2025,MARIA ORMI RASPADORI,Fundo Municipal de Assistência Social de Linhares,,32400.0,66016.8,103.75555555555556
042E0600008-2024.042E0600002.02.0001-000001-2024-000137-2024,MIL COPIAS COM. DE COPIADORAS E SERV LTDA EPP,Secretaria Municipal de Educação de Linhares,Pregão Presencial,3218127.76,9654383.28,200.0
042E0500003-2024.042E0600002.02.0001-000001-2024-000015-2024,MIL COPIAS COM. DE COPIADORAS E SERV LTDA EPP,Fundo Municipal de Assistência Social de Linhares,Pregão Presencial,133185.2,399555.6,199.99999999999994
042E0500001-2024.042E0500001.10.0005-000032-2024,NOCA DISTRIBUIDORA AUTO PEÇAS LTDA,Fundo Municipal de Saúde de Linhares,,180000.0,360000.0,100.0
042E0600002-2024.042E0600002.01.0002-000001-2024-000334-2024,5S SOLUCOES E COMERCIO DE EQUIPAMENTOS DE TELEFONIA E INFORMATICA LTDA,Secretaria Municipal de Administração e dos Recursos Humanos de Linhares,Concorrência,860280.0,1720560.0,100.0
042E0600002-2024.042E0600002.02.0001-000001-2024-000136-2024,MIL COPIAS COM. DE COPIADORAS E SERV LTDA EPP,Secretaria Municipal de Administração e dos Recursos Humanos de Linhares,Pregão Presencial,767665.44,2302996.32,200.0
042E0600002-2024.042E0600002.02.0003-000011-2024-000169-2024,EDITORA E GRAFICA DE NOTICIAS CE CORREIO DO ESTADO LTDA EPP,Secretaria Municipal de Administração e dos Recursos Humanos de Linhares,Pregão Eletrônico,793200.0,2379600.0,200.0
042E0600008-2024.042E0600008.01.0004-000016-2024-000172-2024,J SPEROTO TRANSPORTES ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,79759.51,249481.32,212.7919416756698
042E0600008-2024.042E0600008.01.0004-000016-2024-000173-2024,MARIA APARECIDA DOS SANTOS PEREIRA,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,59359.1,185981.21,213.3154141487994
042E0600008-2024.042E0600008.01.0004-000016-2024-000174-2024,D BASTOS PEREIRA EPP,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,82907.41,259421.98,212.9056618702719
042E0600008-2024.042E0600008.01.0004-000016-2024-000175-2024,WEVERTON FREITAS DUARTE ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,58829.11,184320.67,213.31541476660112
042E0600008-2024.042E0600008.01.0004-000016-2024-000176-2024,PR TRANSPORTES E SERVICOS LTDA ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,132131.21,414204.57,213.47973730052118
042E0600008-2024.042E0600008.01.0007-000002-2024-000185-2024,RB MANUTENÇÕES E SERVIÇOS LTDA,Secretaria Municipal de Educação de Linhares,Pregão Presencial,250000.0,758182.75,203.2731
042E0600008-2024.042E0600008.01.0009-000029-2024-000239-2024,E V TRANSPORTES LTDA ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,251915.2,518711.66,105.90724974118272
042E0600008-2024.042E0600008.01.0009-000029-2024-000240-2024,EDUARDO MORA ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,101952.0,322541.9,216.36642733835535
042E0600008-2024.042E0600008.01.0009-000029-2024-000241-2024,FABIO LUIZ PRETTI,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,125120.0,262002.99,109.40136668797953
042E0600008-2024.042E0600008.01.0009-000029-2024-000242-2024,MARITUR TRANSPORTES LTDA EPP,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,148800.0,490224.5,229.45194892473117
042E0600008-2024.042E0600008.01.0009-000029-2024-000243-2024,MAVATUR TRANSPORTE E TURISMO LTDA ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,193540.0,398512.89,105.90724914746306
042E0600008-2024.042E0600008.01.0009-000029-2024-000244-2024,PR TRANSPORTES E SERVICOS LTDA ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,164936.0,339615.18,105.90724887228986
042E0600008-2024.042E0600008.01.0009-000029-2024-000245-2024,WALTER ABRAAO VON SCHAFFEL,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,131239.2,421073.41,220.84423708769938
042E0600008-2024.042E0600008.01.0010-000032-2024-000305-2024,DANIEL LOPES RANGEL ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,108958.22,224134.04,105.70640746517334
042E0600008-2024.042E0600008.01.0010-000032-2024-000306-2024,E V TRANSPORTES LTDA ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,105306.66,216622.55,105.70641021185172
042E0600008-2024.042E0600008.01.0010-000032-2024-000307-2024,J SPEROTO TRANSPORTES ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,252506.42,560947.57,122.15180509073784
042E0600008-2024.042E0600008.01.0010-000032-2024-000308-2024,JL TURISMO LTDA,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,261689.74,543922.33,107.85007849371549
042E0600008-2024.042E0600008.01.0010-000032-2024-000309-2024,SUPORT LOCACAO E TRANSPORTES EIRELI,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,171315.75,352407.48,105.70641053143099
042E0600008-2024.042E0600008.01.0010-000032-2024-000310-2024,VANINI TRANSPORTES E TURISMO LTDA ME,Secretaria Municipal de Educação de Linhares,Pregão Eletrônico,66994.06,137811.08,105.70641635989817
500E1600006-2023.500E1600006.11.0129-CT01912023-2023,WELLINGTON LOPES PEREIRA ME,Companhia Espírito Santense de Saneamento,,106800.0,110675.83,3.6290543071161063
500E1600006-2023.500E1600006.11.0144-CT02212023-2023,Adilson Rodrigues de Freitas,Companhia Espírito Santense de Saneamento,,60000.0,65181.71,8.636183333333332
042E0600002-2024.042E0600002.16.0003-000033-2023-000362-2024,TIM S A,Secretaria Municipal de Administração e dos Recursos Humanos de Linhares,,138600.0,282768.0,104.017316017316
500E1600006-2023.500E1600006.11.0166-CT02682023-2023,LACOS PARA SEMPRE COMERCIO DE FLORES LTDA,Companhia Espírito Santense de Saneamento,,28350.0,29666.57,4.643985890652556
500E1600006-2023.500E1600006.11.0215-CT03272023-2023,CLAUDIO LUIZ THOMAZ,Companhia Espírito Santense de Saneamento,,78000.0,78000.0,0.0
042E0600008-2024.042E0600008.10.0001-000128-2024,UNIMAR TRANSPORTES LTDA,Secretaria Municipal de Educação de Linhares,,722170.4,2166511.2,200.00000000000006
042E0600008-2024.042E0600008.10.0004-000125-2024,VIACAO SAO GABRIEL LTDA,Secretaria Municipal de Educação de Linhares,,108125.32,324375.96,200.0
042E0600010-2024.042E0600010.02.0001-000005-2024-000090-2025,AGROLAB - ANALISES E CONTROLE DE QUALIDADE LTDA - EPP,Secretaria Municipal de Meio Ambiente de Linhares,Pregão Eletrônico,30398.79,31667.68,4.174146405169414
500E1600006-2023.500E1600006.11.0267-CT03652023-2023,REAL EMPREENDIMENTOS IMOBILIARIOS LTDA,Companhia Espírito Santense de Saneamento,,600000.0,600000.0,0.0
042E0600017-2024.042E0600017.09.0001-000063-2024,CONSORCIO PUBLICO DA REGIAO POLINORTE,Secretaria Municipal de Assistência Social de Linhares,,8108128.29,25909173.81,219.54568160884392
042E0600024-2024.042E0600024.01.0003-000002-2024-000164-2024,"D N CONSTRUCOES, TOPOGRAFIA E CONSULTORIA LTDA",Secretaria Municipal de Obras e Serviços Urbanos de Linhares,Concorrência,4401511.8,13838392.58,214.40089698271402
042E0600024-2024.042E0600024.01.0011-000003-2024-000340-2024,S A CONSULTORIA EM GESTAO DE PROC DE QUALIDADE LTDA,Secretaria Municipal de Obras e Serviços Urbanos de Linhares,Concorrência,1894900.0,1894900.0,0.0
042E0600024-2024.042E0600024.02.0002-000035-2024-000348-2024,GALP TELEGESTAO LTDA,Secretaria Municipal de Obras e Serviços Urbanos de Linhares,Pregão Eletrônico,7387071.83,15147486.27,105.0539999960986
500E1600006-2023.500E1600006.12.0055-CT01492023-2023,GREEN4T SOLUCOES TI LTDA,Companhia Espírito Santense de Saneamento,,795585.24,2386755.72,200.00000000000006
500E1600006-2023.500E1600006.12.0112-CT02342023-2023,GENYPSO GESTAO PARA PESSOAS LTDA,Companhia Espírito Santense de Saneamento,,104882.52,209765.04,100.0
500E1600006-2023.500E1600006.12.0174-CT03532023-2023,ZENITE INFORMACAO E CONSULTORIA S.A,Companhia Espírito Santense de Saneamento,,18872.0,37744.0,100.0
042E0800001-2024.042E0800001.09.0014-000001-2024,ANTONIO DE PADUA FAUSTINI,Instituto de Previdência e Assistência dos Servidores do Município de Linhares - Taxa de Administração,,204000.0,1033108.2,406.42558823529413
042L0200001-2024.042L0200001.02.0004-000007-2024-000031-2024,USINA ESTÚDIO FILMES LTDA ME,Câmara Municipal de Linhares,Pregão Eletrônico,158999.92,540063.98,239.6630514027931
042L0200001-2024.042L0200001.09.0001-000003-2024,"INSTITUTO DE PROMOCAO HUMANA, APRENDIZAGEM E CULTU",Câmara Municipal de Linhares,,1440.0,4791.24,232.725
042L0200001-2024.042L0200001.09.0006-000010-2024,SALVADOR GAS LTDA,Câmara Municipal de Linhares,,3080.0,9672.42,214.0396103896104
042L0200001-2024.042L0200001.09.0015-000001-2025,OTIMIZE SOLUCOES LTDA,Câmara Municipal de Linhares,,13440.0,27441.48,104.17767857142857
042L0200001-2024.042L0200001.16.0001-572025-2022-000001-2024,LOCANORTE SERVIÇOS EIRELE EPP,Câmara Municipal de Linhares,,535032.0,1723424.52,222.1161575382407
043E0500001-2024.043E0500001.02.0001-000001-2024-000073-ARP-2024,AMP COMERCIO DE PRODUTOS HOSPITALARES LTDA,Fundo Municipal de Saúde de Mantenópolis,Pregão Eletrônico,53300.0,53300.0,0.0
043E0500001-2024.043E0500001.02.0001-000001-2024-000075-ARP-2024,COFARMINAS COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,Fundo Municipal de Saúde de Mantenópolis,Pregão Eletrônico,377623.52,377623.52,0.0
043E0500001-2024.043E0500001.02.0001-000001-2024-000079-ARP-2024,FIA  comercio de produtos hospitalares ltda,Fundo Municipal de Saúde de Mantenópolis,Pregão Eletrônico,15558.0,15558.0,0.0
042E0600029-2024.042E0600029.09.0001-000052-2024,SINDICATO RURAL DE LINHARES ES,Secretaria Municipal de Modernização da Gestão de Linhares,,192000.0,609126.6,217.25343749999996
043E0700001-2024.043E0700001.02.0008-000005-2024-000037-2025,MARIA DA PENHA SILVA BARBOSA ME,Prefeitura Municipal de Mantenópolis,Pregão Eletrônico,255566.18,511132.36,100.0
043E0700001-2024.043E0700001.02.0013-000010-2024-000048-ARP-2024,GRAFICA AQUARIUS LTDA EPP,Prefeitura Municipal de Mantenópolis,Pregão Eletrônico,26605.0,26605.0,0.0
043E0700001-2024.043E0700001.02.0013-000010-2024-000049-ARP-2024,RB FLEXO LTDA,Prefeitura Municipal de Mantenópolis,Pregão Eletrônico,5040.0,5040.0,0.0
043E0700001-2024.043E0700001.02.0013-000010-2024-000042-ARP-2024,META EMPREEDIMENTOS E SERVICOS LTDA,Prefeitura Municipal de Mantenópolis,Pregão Eletrônico,57188.0,57188.0,0.0
043E0700001-2024.043E0700001.02.0013-000010-2024-000039-ARP-2024,FACILITA SERVICOS GERAIS LTDA.,Prefeitura Municipal de Mantenópolis,Pregão Eletrônico,10800.0,10800.0,0.0
043E0700001-2024.043E0700001.02.0013-000010-2024-000035-ARP-2024,ALFREDO CHAVES FAGUNDES-ME,Prefeitura Municipal de Mantenópolis,Pregão Eletrônico,55149.0,55149.0,0.0
043E0700001-2024.043E0700001.02.0018-000008-2024-000076-2024,EDMILSON PAIZANTE PEREIRA 10199610746,Prefeitura Municipal de Mantenópolis,Pregão Presencial,106902.0,213804.0,100.0
500E1800001-2023.500E1800001.01.0002-002-2023-007/2023-2023,SERVINORTE CONSTRUCOES E SERVICOS EIRELI - EPP,Fundação de Previdência Complementar do Estado do Espírito Santo,Pregão Eletrônico,49971.24,49971.24,0.0
500E1800001-2023.500E1800001.09.0002-003-2023,CIPE - Agência de Estágio e Emprego,Fundação de Previdência Complementar do Estado do Espírito Santo,,1800.0,1800.0,0.0
500E1900001-2023.500E1900001.01.0009-0043-2023-2024.000052.44910.01-2024,RCS SOLUCOES MEDICAS S/A,Hospital Infantil Nossa Senhora da Glória,Pregão Eletrônico,2612865.36,2612865.36,0.0
500E1900001-2023.500E1900001.01.0048-0098-2023-2024.000078.44910.01-2024,GLOBAL COM. E SERVICOS LTDA,Hospital Infantil Nossa Senhora da Glória,Pregão Eletrônico,253999.68,253999.68,0.0
043L0200001-2024.043L0200001.09.0006-000006-2024,ALPHATEC TECNOLOGIA DA INFORMAÇÃO,Câmara Municipal de Mantenópolis,,45000.0,88000.0,95.55555555555556
043L0200001-2024.043L0200001.09.0007-000008-2024,ALEMPEQ - EQUIPAMENTO DE ESCRITORIO LTDA - MEE,Câmara Municipal de Mantenópolis,,14362.2,17949.3,24.975978610519267
043L0200001-2024.043L0200001.09.0008-000011-2024,TELE ART FIBRA,Câmara Municipal de Mantenópolis,,1440.0,7200.0,400.0
500E1900001-2023.500E1900001.01.0110-0155-2023-2024.000107.44910.01-2024,SOCIEDADE DE ESPECIALIDADES ONCO-HEMATOLOGICAS PEDIATRICAS LTDA - EPP - EPP,Hospital Infantil Nossa Senhora da Glória,Pregão Eletrônico,5746989.96,5746989.96,0.0
